StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
7.0,8.0,14.0,64.0,354.0,3990.276611328125
6.0,8.0,13.0,61.0,318.0,3967.755126953125
6.0,8.0,13.0,61.0,428.0,3904.95556640625
7.0,8.0,13.0,62.0,571.0,3910.718505859375
7.0,8.0,13.0,62.0,393.0,4008.0439453125
7.0,7.0,14.0,65.0,470.0,3892.661376953125
6.0,8.0,13.0,62.0,333.0,3959.968505859375
4.0,8.0,12.0,74.0,143.0,4084.171630859375
5.0,8.0,13.0,81.0,138.0,4254.8037109375
5.0,8.0,12.0,76.0,138.0,4245.875
5.0,8.0,12.0,75.0,131.0,4249.4814453125
4.0,8.0,12.0,73.0,136.0,4106.87060546875
4.0,8.0,12.0,76.0,140.0,4100.4189453125
5.0,8.0,12.0,73.0,129.0,4250.078125
3.0,9.0,12.0,78.0,140.0,4123.81884765625
4.0,8.0,14.0,76.0,131.0,4240.77099609375
3.0,9.0,12.0,79.0,169.0,3827.681396484375
3.0,9.0,12.0,81.0,184.0,3751.7080078125
3.0,9.0,12.0,76.0,146.0,4046.39794921875
3.0,10.0,11.0,78.0,184.0,3706.67333984375
3.0,9.0,12.0,78.0,164.0,3860.6357421875
6.0,9.0,14.0,77.0,134.0,4276.7919921875
5.0,9.0,15.0,71.0,181.0,4123.0341796875
5.0,9.0,15.0,71.0,178.0,4133.716796875
5.0,9.0,15.0,72.0,179.0,4132.8056640625
3.0,10.0,15.0,64.0,227.0,3636.92626953125
5.0,9.0,14.0,69.0,171.0,4135.2109375
4.0,9.0,15.0,70.0,214.0,3845.846435546875
3.0,10.0,12.0,68.0,111.0,4380.7744140625
2.0,10.0,11.0,66.0,94.0,4471.74951171875
3.0,10.0,12.0,68.0,103.0,4397.40185546875
2.0,10.0,11.0,67.0,93.0,4474.1142578125
3.0,10.0,12.0,66.0,134.0,4180.720703125
5.0,10.0,13.0,71.0,92.0,4296.51904296875
3.0,10.0,11.0,69.0,74.0,4433.7080078125
3.0,10.0,12.0,67.0,128.0,4253.6142578125
3.0,9.0,11.0,70.0,127.0,4155.4248046875
3.0,10.0,12.0,67.0,129.0,4242.4345703125
3.0,10.0,11.0,66.0,129.0,4148.056640625
3.0,10.0,12.0,68.0,131.0,4223.0048828125
3.0,10.0,12.0,66.0,130.0,4227.22119140625
3.0,10.0,13.0,65.0,133.0,4275.154296875
2.0,10.0,12.0,72.0,134.0,4323.244140625
3.0,10.0,12.0,70.0,129.0,4252.97509765625
3.0,10.0,12.0,70.0,130.0,4241.8828125
3.0,10.0,12.0,69.0,126.0,4282.4677734375
3.0,10.0,12.0,70.0,128.0,4263.9541015625
2.0,10.0,11.0,69.0,111.0,4435.763671875
2.0,10.0,11.0,63.0,118.0,4390.1455078125
2.0,10.0,12.0,71.0,114.0,4452.9580078125
2.0,10.0,12.0,70.0,112.0,4457.041015625
3.0,10.0,13.0,73.0,117.0,4394.1640625
2.0,10.0,12.0,68.0,114.0,4452.326171875
2.0,10.0,11.0,65.0,115.0,4419.08984375
2.0,10.0,11.0,65.0,119.0,4385.357421875
2.0,10.0,11.0,69.0,118.0,4408.314453125
2.0,10.0,11.0,68.0,118.0,4405.5517578125
2.0,10.0,11.0,66.0,119.0,4388.85888671875
2.0,10.0,11.0,70.0,118.0,4411.0771484375
2.0,10.0,11.0,67.0,118.0,4402.78857421875
2.0,10.0,11.0,75.0,120.0,4405.87109375
2.0,10.0,12.0,80.0,129.0,4409.3037109375
2.0,10.0,11.0,75.0,117.0,4418.79052734375
2.0,9.0,11.0,77.0,137.0,4187.5205078125
2.0,10.0,11.0,73.0,112.0,4434.46875
2.0,8.0,11.0,71.0,127.0,4269.9921875
2.0,9.0,11.0,72.0,119.0,4378.5849609375
2.0,10.0,11.0,77.0,119.0,4412.505859375
2.0,10.0,11.0,76.0,118.0,4415.6474609375
2.0,10.0,11.0,78.0,118.0,4417.14453125
2.0,10.0,11.0,78.0,121.0,4404.6494140625
2.0,10.0,11.0,76.0,121.0,4399.1240234375
2.0,9.0,11.0,77.0,126.0,4314.8427734375
2.0,10.0,11.0,78.0,122.0,4395.1396484375
2.0,10.0,11.0,76.0,122.0,4388.5009765625
2.0,10.0,11.0,72.0,128.0,4304.267578125
2.0,10.0,11.0,75.0,125.0,4349.62646484375
2.0,10.0,11.0,74.0,123.0,4369.70703125
2.0,10.0,11.0,74.0,125.0,4346.1259765625
2.0,10.0,11.0,73.0,126.0,4330.88134765625
2.0,10.0,11.0,75.0,123.0,4373.20849609375
2.0,10.0,11.0,67.0,113.0,4428.27734375
2.0,9.0,11.0,67.0,114.0,4411.7216796875
2.0,9.0,11.0,69.0,112.0,4419.158203125
2.0,10.0,11.0,69.0,108.0,4442.1484375
2.0,9.0,11.0,69.0,110.0,4423.3291015625
2.0,9.0,11.0,68.0,111.0,4421.0244140625
2.0,10.0,11.0,67.0,112.0,4432.05810546875
2.0,10.0,11.0,73.0,111.0,4436.564453125
2.0,10.0,11.0,74.0,113.0,4432.5732421875
0.0,0.0,10.0,10.0,20.0,4587.8037109375
0.0,0.0,10.0,10.0,20.0,4587.8037109375
0.0,0.0,10.0,10.0,20.0,4587.8037109375
0.0,0.0,10.0,10.0,20.0,4587.8037109375
0.0,0.0,10.0,10.0,20.0,4587.8037109375
0.0,0.0,10.0,10.0,20.0,4587.8037109375
0.0,0.0,10.0,10.0,20.0,4587.8037109375
0.0,0.0,10.0,10.0,20.0,4587.8037109375
0.0,0.0,10.0,10.0,20.0,4587.8037109375
0.0,0.0,10.0,10.0,20.0,4587.8037109375
