maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
131.0,3.0,1029.0,41375.0,10868.0,66.0,1.0,1466.0,34.0,52.0,456.0,9.0,1133.4165
89.0,10.0,1905.0,731.0,20387.0,139.0,2.0,3920.0,1.0,334.0,205.0,12.0,1211.2803
478.0,22.0,4292.0,7298.0,21017.0,140.0,7.0,39827.0,8.0,236.0,108.0,32.0,1241.4161
28.0,19.0,4041.0,627.0,12399.0,153.0,10.0,37584.0,10.0,451.0,105.0,46.0,1170.5171
220.0,4.0,1821.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,47.0,1248.4045
131.0,3.0,1029.0,41375.0,10868.0,66.0,1.0,1466.0,34.0,52.0,456.0,9.0,1133.4165
89.0,10.0,1905.0,731.0,20387.0,139.0,2.0,3920.0,1.0,334.0,205.0,12.0,1211.2803
478.0,22.0,4292.0,7298.0,21017.0,140.0,7.0,39827.0,8.0,236.0,108.0,32.0,1241.4161
28.0,19.0,4041.0,627.0,12399.0,153.0,10.0,37584.0,10.0,451.0,105.0,46.0,1170.5171
220.0,4.0,1821.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,47.0,1248.4045
130.0,2.0,1029.0,41375.0,10867.0,1.0,2.0,1465.0,35.0,53.0,456.0,9.0,1057.6123
89.0,11.0,1905.0,731.0,20386.0,139.0,3.0,3920.0,2.0,335.0,205.0,13.0,1216.0569
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
27.0,19.0,4040.0,627.0,12399.0,153.0,10.0,37584.0,10.0,450.0,105.0,46.0,1170.5284
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
130.0,2.0,1029.0,41375.0,10867.0,1.0,2.0,1465.0,35.0,53.0,456.0,9.0,1057.6123
89.0,11.0,1905.0,731.0,20386.0,139.0,6.0,3920.0,2.0,335.0,205.0,13.0,1223.4678
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
27.0,19.0,1984.0,627.0,12399.0,146.0,10.0,37584.0,10.0,450.0,105.0,46.0,1191.1235
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
130.0,12.0,1029.0,41375.0,10867.0,1.0,2.0,1465.0,50.0,53.0,456.0,9.0,1073.5188
89.0,11.0,1905.0,731.0,20386.0,139.0,6.0,3920.0,2.0,335.0,205.0,13.0,1223.4678
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
27.0,19.0,1984.0,627.0,12399.0,200.0,10.0,37584.0,10.0,398.0,105.0,46.0,1220.8811
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
130.0,12.0,1029.0,41375.0,10867.0,1.0,2.0,1465.0,50.0,53.0,456.0,2.0,1086.4509
89.0,11.0,1905.0,731.0,20386.0,139.0,6.0,3920.0,2.0,335.0,205.0,13.0,1223.4678
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
27.0,19.0,1984.0,627.0,12399.0,200.0,10.0,37584.0,10.0,398.0,105.0,46.0,1220.8811
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
68.0,12.0,1029.0,41375.0,20885.0,1.0,2.0,1465.0,50.0,53.0,456.0,1.0,1089.1683
89.0,11.0,1905.0,731.0,20386.0,139.0,6.0,3920.0,2.0,335.0,205.0,13.0,1223.4678
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
27.0,19.0,1984.0,627.0,12399.0,200.0,10.0,37584.0,10.0,398.0,105.0,46.0,1220.8811
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
68.0,12.0,0.0,41375.0,20885.0,1.0,6.0,1465.0,50.0,53.0,456.0,1.0,1123.0917
89.0,11.0,1905.0,731.0,20386.0,139.0,2.0,3920.0,2.0,335.0,205.0,13.0,1213.5869
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
27.0,19.0,1984.0,627.0,12399.0,200.0,10.0,37584.0,10.0,398.0,105.0,46.0,1220.8811
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
68.0,12.0,0.0,41375.0,42366.0,1.0,6.0,1465.0,50.0,53.0,456.0,1.0,1123.0917
89.0,10.0,1905.0,731.0,20386.0,139.0,2.0,3920.0,2.0,335.0,205.0,13.0,1209.9683
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
27.0,19.0,1984.0,627.0,12399.0,200.0,10.0,37584.0,10.0,398.0,105.0,50.0,1222.5383
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
68.0,12.0,0.0,41375.0,24972.0,1.0,6.0,1465.0,50.0,53.0,456.0,1.0,1123.0917
89.0,10.0,1905.0,731.0,20386.0,139.0,2.0,3920.0,2.0,335.0,205.0,13.0,1209.9683
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,37584.0,10.0,398.0,105.0,50.0,1222.5383
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
68.0,12.0,0.0,41375.0,24972.0,1.0,6.0,1465.0,50.0,53.0,456.0,1.0,1123.0917
89.0,10.0,1905.0,731.0,20386.0,139.0,2.0,3920.0,2.0,335.0,205.0,13.0,1209.9683
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,37584.0,10.0,398.0,105.0,50.0,1222.5383
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
68.0,12.0,0.0,41375.0,24972.0,1.0,6.0,1465.0,50.0,53.0,456.0,1.0,1123.0917
89.0,10.0,1905.0,731.0,20386.0,139.0,2.0,3920.0,2.0,335.0,205.0,13.0,1209.9683
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,37584.0,10.0,398.0,105.0,50.0,1222.5383
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
1.0,12.0,0.0,41375.0,24972.0,1.0,6.0,1465.0,50.0,53.0,456.0,1.0,1123.0917
89.0,10.0,1905.0,731.0,20386.0,139.0,2.0,3920.0,2.0,335.0,205.0,13.0,1209.9683
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,50000.0,10.0,398.0,105.0,50.0,1232.3915
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
1.0,12.0,0.0,41375.0,24972.0,1.0,6.0,1.0,50.0,53.0,456.0,1.0,1120.105
89.0,10.0,1905.0,731.0,20386.0,143.0,2.0,3920.0,2.0,335.0,205.0,13.0,1210.5883
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,50000.0,10.0,398.0,105.0,50.0,1232.3915
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
1.0,12.0,0.0,46771.0,24972.0,1.0,6.0,1.0,50.0,53.0,456.0,1.0,1125.0822
89.0,10.0,1905.0,731.0,20386.0,143.0,2.0,3920.0,2.0,335.0,205.0,13.0,1210.5883
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,236.0,109.0,33.0,1240.3446
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,50000.0,10.0,398.0,138.0,50.0,1226.6307
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
1.0,12.0,0.0,46771.0,24972.0,1.0,6.0,1.0,50.0,53.0,240.0,1.0,1146.7521
89.0,10.0,1905.0,0.0,20386.0,143.0,2.0,3920.0,2.0,335.0,205.0,13.0,1212.3245
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,378.0,109.0,33.0,1222.9352
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,50000.0,10.0,398.0,138.0,50.0,1226.6307
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
1.0,12.0,0.0,46771.0,24972.0,1.0,6.0,1.0,50.0,218.0,240.0,1.0,1141.7013
89.0,10.0,1905.0,0.0,20386.0,143.0,2.0,3920.0,2.0,335.0,205.0,28.0,1215.974
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,39828.0,8.0,378.0,109.0,33.0,1222.9352
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,50000.0,10.0,398.0,138.0,50.0,1226.6307
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
225.0,12.0,0.0,46771.0,24972.0,1.0,6.0,1.0,50.0,218.0,240.0,1.0,1141.7013
89.0,10.0,1905.0,9834.0,20386.0,143.0,2.0,3920.0,2.0,335.0,205.0,28.0,1192.706
478.0,22.0,4292.0,7298.0,21016.0,139.0,7.0,33440.0,8.0,378.0,109.0,33.0,1211.2375
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,50000.0,10.0,398.0,138.0,50.0,1226.6307
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
411.0,12.0,0.0,46771.0,20849.0,1.0,6.0,1.0,50.0,218.0,240.0,1.0,1148.2366
89.0,10.0,1905.0,9834.0,20386.0,143.0,2.0,3920.0,2.0,335.0,205.0,28.0,1192.706
478.0,22.0,4292.0,7298.0,21016.0,167.0,7.0,33440.0,8.0,378.0,109.0,33.0,1227.503
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,50000.0,10.0,398.0,138.0,50.0,1226.6307
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
411.0,12.0,0.0,46771.0,20849.0,1.0,6.0,1.0,35.0,218.0,240.0,1.0,1122.3368
89.0,10.0,1905.0,9834.0,20386.0,143.0,2.0,3920.0,2.0,500.0,205.0,28.0,1243.6647
478.0,22.0,4292.0,7298.0,21016.0,167.0,7.0,33440.0,8.0,378.0,109.0,33.0,1227.503
1.0,19.0,1984.0,627.0,12399.0,200.0,10.0,50000.0,10.0,186.0,138.0,50.0,1281.2112
221.0,5.0,1822.0,30457.0,11335.0,155.0,2.0,6976.0,46.0,58.0,105.0,48.0,1247.6448
